compressor,mean_0-10 repetições,mean_0-30 repetições,std_0-10 repetições,std_0-30 repetições,std_diff_%,mean_diff_%,application,load,type
zlib,0.792213463783264,0.7622081995010372,0.15033525393357494,0.0923022377660036,62.87281605749523,3.936623130250895,YATSERVER,BINCSVL2,MONO
entropy,22.63060827255249,21.43743543624878,1.9072589103402502,2.087583610806798,-8.637963027351843,5.56583757349147,YATSERVER,BINCSVL2,NOBREAK
heif,98.86796901226043,98.47831412951152,2.195790429137766,2.14965891550275,2.1459922456687415,0.39567582588433464,YATSERVER,BINCSVL2,NOBREAK
ppmd,7.184919691085815,6.900999744733174,1.2259437968131648,1.1300743254370498,8.48346601795754,4.114185724602116,YATSERVER,BINCSVL2,NOBREAK
zlib,1.2267465114593503,1.2379489819208775,0.022060367768884176,0.04011275514060465,-45.004107318090234,-0.9049218202954361,YATSERVER,BINCSVL2,NOBREAK
entropy,2.742185091972351,2.923163119951884,0.978455291254834,0.9972296526529741,-1.8826517390647064,-6.1911710210175315,YATSERVER,BINCSVL2,SLEEP
heif,148.5286879301071,147.46492108503978,3.5673790202865114,3.7498531288709764,-4.86616681542952,0.7213694194118774,YATSERVER,BINCSVL2,SLEEP
ppmd,1.6170191287994382,1.57458279132843,0.9883917440403377,0.7858760741964887,25.769415368817416,2.6950845458691854,YATSERVER,BINCSVL2,SLEEP
zlib,1.2313478708267207,1.2329507191975906,0.027605211170505548,0.028883456967404627,-4.425529112881455,-0.1300010086301763,YATSERVER,BINCSVL2,SLEEP
entropy,3.651274871826172,2.7674321810404456,1.9335190196556757,1.3801984201643758,40.08993137562074,31.93728456440209,YATSERVER,BINCSVL2,SWAP
heif,82.16445555686951,82.08020904858907,1.5586569232216296,1.59524449874584,-2.2935403038828905,0.10263924672824887,YATSERVER,BINCSVL2,SWAP
ppmd,2.4948903560638427,2.4580840110778803,0.9996278985915393,0.9772746373551192,2.2873059815526,1.4973591146635634,YATSERVER,BINCSVL2,SWAP
zlib,3.1534384012222287,3.1538680632909135,0.08069984455953386,0.06532222489441253,23.54117559525546,-0.01362333680618349,YATSERVER,BINCSVL2,SWAP
entropy,6.653822731971741,6.398574662208557,1.1085178194031506,1.3379519969543012,-17.148162121917075,3.9891395074396327,YATSERVER,BINCSVL2,UNLOCK
heif,221.50896413326262,221.76161114374796,2.4647345418107025,2.607190982217188,-5.463981786456583,-0.11392729750757671,YATSERVER,BINCSVL2,UNLOCK
ppmd,1.8407322168350215,1.9696539163589475,0.4466652873620409,0.7392208958386021,-39.57620923914417,-6.5453985826224415,YATSERVER,BINCSVL2,UNLOCK
zlib,0.48873174190521207,0.48947865962982134,0.009536286404221578,0.015427435957237572,-38.18618705885628,-0.15259454317664176,YATSERVER,BINCSVL2,UNLOCK
entropy,0.9957024097442625,1.026292498906453,0.07660994821785676,0.2377275030348729,-67.77404917822292,-2.980640430947827,YATSERVER,BINCSVL3,ALTCONTROL
heif,39.333743000030516,39.22909004688263,1.3678743247136742,1.4201313868851095,-3.67973432979712,0.26677384824071454,YATSERVER,BINCSVL3,ALTCONTROL
ppmd,20.61759760379791,20.51786864598592,1.4593677257266562,1.3127504312326268,11.168710442270498,0.486059051905965,YATSERVER,BINCSVL3,ALTCONTROL
zlib,6.391791772842407,6.341215435663859,0.2626356673768738,0.1546281363545015,69.84985628666799,0.7975811213430849,YATSERVER,BINCSVL3,ALTCONTROL
entropy,1.1775214672088619,1.1286942640940345,0.5598913878835338,0.4707044931222577,18.947534188527758,4.325990187787419,YATSERVER,BINCSVL3,BCLEAN
heif,139.06748266220092,139.09830792744955,3.217101542503621,2.815178233141647,14.277011118881841,-0.02216077658163543,YATSERVER,BINCSVL3,BCLEAN
ppmd,1.4148047447204586,1.4022548357645666,0.41929024532003906,0.3957191997900906,5.956507933517428,0.8949806152067437,YATSERVER,BINCSVL3,BCLEAN
zlib,0.6500176191329952,0.6404947121938065,0.022785892828149672,0.01591296147517916,43.19077478878351,1.486804927174347,YATSERVER,BINCSVL3,BCLEAN
entropy,1.2677111625671382,1.4410241365432734,0.045718120744875204,0.631527592188765,-92.76070890482802,-12.027069469625825,YATSERVER,BINCSVL3,INFINITE
heif,664.07473154068,662.5856870492299,9.10244996469511,9.413577481542415,-3.3050932810331215,0.2247323660251975,YATSERVER,BINCSVL3,INFINITE
ppmd,1.36865541934967,1.5817901849746703,0.20019883289836507,0.8038838378269332,-75.09604951885281,-13.474275390602022,YATSERVER,BINCSVL3,INFINITE
zlib,0.4944900035858148,0.49944330851236934,0.003998197452209988,0.018165891077619113,-77.99063401224574,-0.9917651997998232,YATSERVER,BINCSVL3,INFINITE
entropy,1.520183706283569,1.6843617916107172,0.02020939390188833,0.45927132439498847,-95.5996830569575,-9.747198383676727,YATSERVER,BINCSVL3,MONO
heif,77.93925008773803,77.28123618761698,1.9342735368613835,1.7007169660956274,13.732830060603026,0.8514536420245358,YATSERVER,BINCSVL3,MONO
ppmd,2.0266684770584105,1.9659766753514605,0.9850732939615737,0.8369983108486919,17.691192585889222,3.0871069055842195,YATSERVER,BINCSVL3,MONO
zlib,0.49325630664825404,0.4970285336176551,0.007606519222336731,0.01626061660145418,-53.221212892649575,-0.7589558172736373,YATSERVER,BINCSVL3,MONO
entropy,1.9700168132781979,2.047678216298421,0.4356764261179656,0.6918987274021476,-37.03176362908089,-3.792656600147417,YATSERVER,BINCSVL3,NOBREAK
heif,138.69548480510713,138.27360492547353,2.385377428026293,2.161082817857275,10.378806786840647,0.30510514270672073,YATSERVER,BINCSVL3,NOBREAK
ppmd,5.12346351146698,5.483763281504313,0.6323482280708351,1.2458892690744292,-49.24523039349986,-6.570301297515072,YATSERVER,BINCSVL3,NOBREAK
zlib,4.194290328025818,4.214841890335083,0.0760834462277448,0.07276032411697556,4.567217300223555,-0.4875998398988882,YATSERVER,BINCSVL3,NOBREAK
entropy,1.3774734497070307,1.4092881361643468,0.4175008552484881,0.399252493588332,4.5706318565844635,-2.257500481335634,YATSERVER,BINCSVL3,SLEEP
heif,194.31539981365205,192.9723183075587,4.13500523642075,2.943863764806316,40.46184085875327,0.6959969791899074,YATSERVER,BINCSVL3,SLEEP
ppmd,1.5677881240844722,1.4681089560190832,1.011114884290722,0.6234333050232396,62.184932396743065,6.7896301331529605,YATSERVER,BINCSVL3,SLEEP
zlib,0.7828576326370236,0.7818265676498408,0.01101141019072227,0.017801724352284574,-38.144137203713484,0.131878990794866,YATSERVER,BINCSVL3,SLEEP
entropy,1.2922860622406003,1.1632672389348346,1.0027208034865724,0.616233993108216,62.71754150220759,11.091073399772172,YATSERVER,BINCSVL3,SWAP
heif,137.51033527851104,137.04322193463642,1.5836481789290153,1.7227227660423658,-8.072952297069158,0.3408511105331483,YATSERVER,BINCSVL3,SWAP
ppmd,1.2658127784729,1.4795935710271195,0.011036550891557325,0.6255022237710472,-98.23556967950972,-14.448615940241947,YATSERVER,BINCSVL3,SWAP
zlib,0.5015177965164178,0.4937190532684321,0.013283435218929893,0.010602402288315127,25.287032671543912,1.5795913073149335,YATSERVER,BINCSVL3,SWAP
entropy,5.782008099555969,5.840150094032287,1.035173041227093,1.0625032213107675,-2.572244444582328,-0.9955565103665767,YATSERVER,BINCSVL3,UNLOCK
heif,64.21658945083618,64.47655435403188,1.1769226237742119,0.8660723042915077,35.89195935978993,-0.403192921520376,YATSERVER,BINCSVL3,UNLOCK
ppmd,8.00733151435852,8.023117796579998,1.366720005222849,1.2676659056353392,7.813896322932582,-0.19675994571843264,YATSERVER,BINCSVL3,UNLOCK
zlib,2.1428939342498774,2.1758882204691563,0.04615030565441657,0.11407993368230263,-59.54564123175333,-1.51635943008896,YATSERVER,BINCSVL3,UNLOCK
entropy,1.1967360258102413,1.1477889537811274,0.5564469505016678,0.3939605505315605,41.244332649771344,4.26446620416314,YATSERVER,BINCSVM1,ALTCONTROL
heif,95.05585792064667,94.84147005875906,1.5048955751553632,1.4532435338493788,3.554259152226712,0.22604864913501632,YATSERVER,BINCSVM1,ALTCONTROL
ppmd,21.136994576454164,20.64662714799245,1.28039289274757,1.457822036446434,-12.170836992652594,2.3750485972687962,YATSERVER,BINCSVM1,ALTCONTROL
zlib,6.488484907150268,6.4773451566696165,0.11492824705190607,0.09582110998794484,19.940425514132624,0.1719801895871094,YATSERVER,BINCSVM1,ALTCONTROL
entropy,1.1568310976028435,1.1399350643157955,0.4141248272642966,0.34697825897239337,19.351808522748286,1.4821926104351617,YATSERVER,BINCSVM1,BCLEAN
heif,327.3546240568161,326.4335430622101,3.2764718897432825,3.1889992143998747,2.7429506708068914,0.282164935001927,YATSERVER,BINCSVM1,BCLEAN
ppmd,1.5009289979934688,1.4088617801666257,0.43369351271433537,0.34650220322137015,25.16327708232817,6.534865174350486,YATSERVER,BINCSVM1,BCLEAN
zlib,0.6539626836776729,0.650516581535339,0.012344839359062052,0.010408006529694263,18.60906623993715,0.5297485475620678,YATSERVER,BINCSVM1,BCLEAN
entropy,1.3417348623275753,1.4590330123901365,0.06080472605468431,0.4861443280514238,-87.49245387714316,-8.03944455447293,YATSERVER,BINCSVM1,INFINITE
heif,212.23239448070527,214.97913312911987,3.784321589016343,4.7331697419602765,-20.046780586215803,-1.2776768649285004,YATSERVER,BINCSVM1,INFINITE
ppmd,1.5609937906265254,1.4935742934544878,0.6897004425655544,0.6882911612879015,0.20475074458546771,4.513970109655752,YATSERVER,BINCSVM1,INFINITE
zlib,0.5054423570632933,0.502167161305745,0.010046937379426553,0.010932598101060656,-8.101100154300726,0.6522122531931561,YATSERVER,BINCSVM1,INFINITE
entropy,1.3490817785263058,1.221003127098083,1.0237337720706545,0.6854935196748554,49.34258934442355,10.489625176687554,YATSERVER,BINCSVM1,MONO
heif,151.6841737508774,151.9396598895391,2.0421610159068235,2.462353654903032,-17.064674611606748,-0.16814973710447598,YATSERVER,BINCSVM1,MONO
ppmd,1.4819607257843015,1.4786000013351435,0.5518012507632518,0.4447867694344313,24.05972674612035,0.22729098107151122,YATSERVER,BINCSVM1,MONO
zlib,0.6435059070587152,0.6480379263559972,0.01849783205259317,0.02037847276096943,-9.228565508491988,-0.6993447625459389,YATSERVER,BINCSVM1,MONO
entropy,17.34492301940918,17.691777261098228,1.5314074471591472,1.5067225986835384,1.6383140796571702,-1.9605392752243858,YATSERVER,BINCSVM1,NOBREAK
heif,135.933412194252,134.29707508881887,4.706645705106983,3.1730750178897353,48.330741585717526,1.2184458256823036,YATSERVER,BINCSVM1,NOBREAK
ppmd,19.25221481323242,19.299887228012086,1.6470480428368324,1.4304423655236977,15.142565861703442,-0.24700877376357366,YATSERVER,BINCSVM1,NOBREAK
zlib,5.460884356498719,5.464412768681844,0.07415703288376425,0.08858517647186818,-16.287311447289206,-0.06457074771780658,YATSERVER,BINCSVM1,NOBREAK
entropy,1.8204225778579708,1.8208771864573159,0.5117322116439368,0.6330567338358396,-19.164873495108253,-0.024966461369620396,YATSERVER,BINCSVM1,SLEEP
heif,170.9444167137146,169.96653033892315,2.8076144275883297,2.803923065484054,0.13164990686499203,0.5753405525437721,YATSERVER,BINCSVM1,SLEEP
ppmd,1.8657054662704464,1.8796760718027747,0.42118078133791004,0.5057043907277324,-16.71403510422145,-0.7432453783874196,YATSERVER,BINCSVM1,SLEEP
zlib,0.6461540222167965,0.6439007679621375,0.00974630842128104,0.008050931214854532,21.058150432317913,0.34993812195477136,YATSERVER,BINCSVM1,SLEEP
entropy,3.662028264999389,3.7909314473470053,0.5895357786815209,0.9456713215055559,-37.65954774403537,-3.4003037020842517,YATSERVER,BINCSVM1,SWAP
heif,133.0781967639923,134.1568028608958,1.0883837796520115,2.5006605682637995,-56.476149003794106,-0.8039891186299868,YATSERVER,BINCSVM1,SWAP
ppmd,3.8174437999725344,3.762682636578878,0.7971489322787655,0.8269707673606291,-3.606153477110613,1.4553755573562435,YATSERVER,BINCSVM1,SWAP
zlib,3.2217267751693726,3.2280647039413446,0.029062569539134976,0.029898531544336384,-2.795996866808539,-0.1963383436593964,YATSERVER,BINCSVM1,SWAP
entropy,4.7120565414428714,4.830036560694377,0.9740566871885641,1.1205575813240292,-13.073928245825837,-2.4426320125938012,YATSERVER,BINCSVM1,UNLOCK
heif,124.77474303245545,119.66526772181193,15.18047430338929,10.084411256434448,50.534066068589325,4.269806442518986,YATSERVER,BINCSVM1,UNLOCK
ppmd,1.6250135183334347,1.47869549592336,0.991003530426163,0.6235699579970847,58.92419410474488,9.89507459875689,YATSERVER,BINCSVM1,UNLOCK
zlib,0.5081807851791378,0.5200545628865556,0.009821450342488608,0.037574511636392666,-73.8614025445481,-2.2831792190251314,YATSERVER,BINCSVM1,UNLOCK
entropy,1.0188605070114134,1.082288297017415,0.052606921882665754,0.2582004794630254,-79.62555220963517,-5.860526273895486,YATSERVER,BINCSVM2,ALTCONTROL
heif,142.31228971481323,141.48584057490032,2.2635415101393184,2.1608412650642053,4.752789884918343,0.5841214474570697,YATSERVER,BINCSVM2,ALTCONTROL
ppmd,20.942480039596557,21.23953362305959,1.1329696014884236,1.4597307499957013,-22.385028780700818,-1.398588070410943,YATSERVER,BINCSVM2,ALTCONTROL
zlib,6.50456931591034,6.523328145345052,0.09652217431947785,0.07189659478857087,34.251385066739786,-0.2875653196765533,YATSERVER,BINCSVM2,ALTCONTROL
entropy,1.2531805038452144,1.1776763598124185,0.6723388516324154,0.5340749919453137,25.888472924652326,6.411281283155103,YATSERVER,BINCSVM2,BCLEAN
heif,118.03809626102448,117.02285582224528,2.618430508970735,2.3450429260956143,11.658105693199317,0.8675573943617698,YATSERVER,BINCSVM2,BCLEAN
ppmd,1.5416437864303585,1.6345632791519162,0.6160609266971648,0.7354286512906132,-16.2310408200671,-5.684667819637335,YATSERVER,BINCSVM2,BCLEAN
zlib,0.519832634925842,0.5212610801060991,0.015089180938171421,0.015046336092053492,0.2847526856757992,-0.2740364156799002,YATSERVER,BINCSVM2,BCLEAN
entropy,1.370675992965698,1.2448101917902625,1.0102180489996766,0.8072500938676531,25.143131809322483,10.111244429515605,YATSERVER,BINCSVM2,INFINITE
heif,230.89109737873076,233.22689247926075,1.7370944584680328,3.5505290998069556,-51.075053614897016,-1.001511907867871,YATSERVER,BINCSVM2,INFINITE
ppmd,2.472759318351746,2.5003723462422687,1.0422534677205118,0.950508188557804,9.652234485419,-1.1043566344037379,YATSERVER,BINCSVM2,INFINITE
zlib,0.8022131919860837,0.7974146445592242,0.022395751160401135,0.018743528934798154,19.485243351493303,0.6017631428768034,YATSERVER,BINCSVM2,INFINITE
entropy,1.328705024719238,1.2553639332453408,0.6887820475824794,0.6974922800505745,-1.2487926701444683,5.842217506145597,YATSERVER,BINCSVM2,MONO
heif,133.7761727809906,134.21494650046031,2.217405599380223,2.3014683213755553,-3.652569153986406,-0.32691867106485284,YATSERVER,BINCSVM2,MONO
ppmd,2.011851072311401,1.9867268641789753,0.9917874047659163,0.882621585987142,12.368360406309462,1.2646030305131233,YATSERVER,BINCSVM2,MONO
zlib,0.6484965562820431,0.657756129900614,0.00933656828295325,0.026021149120971216,-64.11930833819851,-1.4077517787588085,YATSERVER,BINCSVM2,MONO
entropy,6.045244979858398,6.1959049542744955,0.6482671026975628,1.039338141578373,-37.626930373873975,-2.4316056415965255,YATSERVER,BINCSVM2,NOBREAK
heif,85.29160289764404,85.99946303367615,1.6703821240304575,1.885364499376504,-11.402695628200373,-0.8230983206894239,YATSERVER,BINCSVM2,NOBREAK
ppmd,11.172634553909301,11.340598193804423,1.279070666992434,1.2781881388729937,0.06904524401381125,-1.481082717372737,YATSERVER,BINCSVM2,NOBREAK
zlib,1.7923048734664913,1.7964535872141516,0.03251215252857607,0.028519777909694007,13.998617491074617,-0.2309391000796164,YATSERVER,BINCSVM2,NOBREAK
entropy,1.937966442108154,1.838727784156799,0.9836090848822117,0.8245083353201484,19.296439192489906,5.397137020848554,YATSERVER,BINCSVM2,SLEEP
heif,85.70227072238922,85.41113398869832,2.755027551453761,2.3390892785052557,17.78206059814449,0.34086508408776595,YATSERVER,BINCSVM2,SLEEP
ppmd,1.4682796478271478,1.6291444937388098,0.2948833146045685,0.6781526212522209,-56.51667406961265,-9.874191425616564,YATSERVER,BINCSVM2,SLEEP
zlib,0.8157060861587521,0.811410562197367,0.015801998475215722,0.01744957907924449,-9.441950413511648,0.529389702514159,YATSERVER,BINCSVM2,SLEEP
entropy,8.427380585670472,8.223798894882203,1.605349942272465,1.3492672921469846,18.979386191004156,2.4755188373460966,YATSERVER,BINCSVM2,SWAP
heif,276.3321344614029,277.7647975683212,4.089687115484845,5.055785675081302,-19.108772042258714,-0.5157828203791458,YATSERVER,BINCSVM2,SWAP
ppmd,3.1546654462814328,3.1115046103795367,1.1160002371541802,1.0719829371378415,4.106156776512073,1.3871371348098795,YATSERVER,BINCSVM2,SWAP
zlib,2.8431548595428464,2.8394906441370646,0.03069019243783045,0.06563484399429821,-53.24100649877899,0.12904481348961588,YATSERVER,BINCSVM2,SWAP
entropy,10.780744242668153,10.656325205167134,1.6892560023477863,1.4671357907180884,15.139717334615721,1.1675604404479827,YATSERVER,BINCSVM2,UNLOCK
heif,100.9078650712967,100.44104353586833,2.17115407332379,1.8914782087205564,14.786100274050401,0.46477168993336887,YATSERVER,BINCSVM2,UNLOCK
ppmd,1.3093204498291013,1.458432070414225,0.04819920111164258,0.4535460768221916,-89.37281048722673,-10.224104612755323,YATSERVER,BINCSVM2,UNLOCK
zlib,1.6214992761611935,1.6197919527689613,0.021907483274830712,0.05240525639356235,-58.19601928801572,0.10540386926318761,YATSERVER,BINCSVM2,UNLOCK
entropy,1.0547106504440305,1.059986074765523,0.097471531224306,0.2534981704749285,-61.549414324492666,-0.49768807789852254,YATSERVER,BINCSVM3,ALTCONTROL
heif,54.4877506017685,54.34303770065308,1.5752625201989843,1.9248004235593157,-18.159695887533655,0.26629520033930637,YATSERVER,BINCSVM3,ALTCONTROL
ppmd,20.199184608459472,20.13231348991394,1.5320179295081924,1.5067291209123217,1.6783911749550813,0.3321581425752842,YATSERVER,BINCSVM3,ALTCONTROL
zlib,6.248935651779175,6.22990566889445,0.07539993370095802,0.0564173359710554,33.646745992475665,0.30546181428943503,YATSERVER,BINCSVM3,ALTCONTROL
entropy,1.4126635789871211,1.2102741718292231,0.9819062778822399,0.6199154673174959,58.39357616469131,16.7226081386174,YATSERVER,BINCSVM3,BCLEAN
heif,134.41622767448425,134.834228738149,1.8612735938006737,5.306481154405799,-64.92452268005667,-0.3100110910831951,YATSERVER,BINCSVM3,BCLEAN
ppmd,1.638317847251892,1.4582252343495685,1.0123145402411218,0.6270628337126497,61.43749650214685,12.350123194970807,YATSERVER,BINCSVM3,BCLEAN
zlib,0.6227081060409543,0.6209191322326656,0.013180110506291875,0.010572811473806969,24.66041354226561,0.2881170373758649,YATSERVER,BINCSVM3,BCLEAN
entropy,1.409496164321899,1.2017527262369787,1.0579374137544313,0.6580532905193516,60.767741609419126,17.286704123852726,YATSERVER,BINCSVM3,INFINITE
heif,133.6342139720917,132.6938083410263,1.5934273496728526,1.3702953413226384,16.283497551326594,0.7087034751828879,YATSERVER,BINCSVM3,INFINITE
ppmd,1.8867873430252071,1.8227321465810136,0.5562855745020103,0.45395815729109834,22.541156176492066,3.514240782132743,YATSERVER,BINCSVM3,INFINITE
zlib,0.35667355060577355,0.35950547059376986,0.006186387157500281,0.00836340049794678,-26.030241418917544,-0.7877265353762292,YATSERVER,BINCSVM3,INFINITE
entropy,1.3070347309112544,1.4234721024831132,0.549850379506112,0.5714374816137551,-3.7776839640760813,-8.179814087592211,YATSERVER,BINCSVM3,MONO
heif,136.8778752565384,134.8755043665568,4.359364726546449,3.163770248538589,37.790180199087786,1.4846067856322258,YATSERVER,BINCSVM3,MONO
ppmd,1.4740173578262323,1.410059483846028,0.5696117763321247,0.4051520274970415,40.592108066467496,4.535828077674782,YATSERVER,BINCSVM3,MONO
zlib,0.48764245510101256,0.48804090817769313,0.007031538767459191,0.006664802162110061,5.502588020302505,-0.08164337661126903,YATSERVER,BINCSVM3,MONO
entropy,7.24734206199646,6.930490334828694,1.8664075203760013,1.3960430999212614,33.69268617002362,4.571851512084932,YATSERVER,BINCSVM3,NOBREAK
heif,115.49273569583893,123.87319826285044,2.0148128247252384,20.899296047854758,-90.35942253695167,-6.765355770687973,YATSERVER,BINCSVM3,NOBREAK
ppmd,8.431592082977295,8.73274446328481,1.355003507694475,1.4587762366988677,-7.113683812071462,-3.448542226028188,YATSERVER,BINCSVM3,NOBREAK
zlib,5.637001848220825,5.63940950234731,0.09401840257681669,0.17427038300224526,-46.05026915238639,-0.04269337286967904,YATSERVER,BINCSVM3,NOBREAK
entropy,4.160265779495239,4.292982029914856,0.6653142070628475,0.9088164241873754,-26.793333685871396,-3.091469973431244,YATSERVER,BINCSVM3,SLEEP
heif,189.25412406921387,190.53189136187237,1.4481857932439925,7.6961991704646495,-81.1831040079936,-0.6706317160478215,YATSERVER,BINCSVM3,SLEEP
ppmd,2.4377571344375606,2.4639651377995806,1.0074833223180932,0.9944747769716183,1.3080819793226532,-1.0636515492838832,YATSERVER,BINCSVM3,SLEEP
zlib,0.5056103944778438,0.4948273897171017,0.037423718346879534,0.023219450531743263,61.1740049391679,2.1791446845549283,YATSERVER,BINCSVM3,SLEEP
entropy,8.01725161075592,7.633320275942484,1.121793066133792,1.2932838313859192,-13.260102777930257,5.029676745301142,YATSERVER,BINCSVM3,SWAP
heif,84.82382986545562,85.05435942014059,1.8170884196133212,1.8791491532187699,-3.302597534588758,-0.27103790594227306,YATSERVER,BINCSVM3,SWAP
ppmd,12.85111837387085,13.029814910888671,1.2871588290418237,1.2813108725155977,0.4564041913376295,-1.3714434029948412,YATSERVER,BINCSVM3,SWAP
zlib,3.20828754901886,3.172185325622558,0.17361072534751634,0.12075778958387325,43.76772375991007,1.138086829438842,YATSERVER,BINCSVM3,SWAP
entropy,10.555353474617004,10.61909895737966,1.1858453296123481,1.0521908375053497,12.702495340472767,-0.6002908817264213,YATSERVER,BINCSVM3,UNLOCK
heif,187.30687725543976,188.4194777727127,2.2723625506148597,4.039159725137553,-43.74170111489031,-0.5904912434876024,YATSERVER,BINCSVM3,UNLOCK
ppmd,2.1531207323074337,2.155246829986572,0.5584037865721759,0.5005589941288494,11.556038972788217,-0.09864752610035993,YATSERVER,BINCSVM3,UNLOCK
zlib,0.6204527616500851,0.6218083858489987,0.016401492629460473,0.014671136121573317,11.794291141111673,-0.2180131741167535,YATSERVER,BINCSVM3,UNLOCK
